0,116.71930422132945,1580.9050843737123
1,5053.130893146849,727.3886007764564
2,1943.101591496663,406.0839018956012
3,4825.519309377718,771.8899651626807
4,557.7981496056501,2213.179650578484
5,4775.181552157519,696.6353998897389
6,2049.116076282432,426.25062493496864
7,3778.0777943541143,2085.674600261895
8,5501.133294555597,370.9237016164901
9,2208.8726165511353,214.32779290349453
10,1558.359441318706,471.6850907397946
11,2845.6739820771418,315.43635089065936
12,1512.3505145409893,267.95509448222975
13,4958.867938665045,1884.2296798252785
14,1766.6854468770653,1937.8313959612965
15,1246.590840310209,1493.1932596029242
16,1794.4846409332108,1422.730568048076
17,1121.816745177044,917.8328427540467
18,2933.6893388637127,309.17069071273266
19,4457.975065020803,1481.332153657758
20,1967.8054283696688,1501.6030866025021
21,2825.9118153052555,133.40162265389878
22,4183.35976683526,101.76184849612835
23,2998.488116620262,1291.45188128909
24,3705.7362489554494,714.068772435563
25,233.99651038177777,979.7708987172161
26,479.6381284663516,776.174711838063
27,2850.540217357309,706.4391869171245
28,4100.9296381321465,2046.542277795656
29,4583.217621901661,762.9704537621833
30,160.12261963462842,2002.8706615655133
31,2235.756836521716,1791.9525173926381
32,2471.2651006838187,1413.4724579540512
33,2491.789011911789,914.4766751440638
34,1144.7430031189388,97.47144105130417
35,4114.673287165021,1865.129769810986
36,4759.772147087445,2099.129182951643
37,1988.9138137882674,341.48029120885127
38,1742.8897356893476,1194.6010803649585
39,3245.9098500632886,1160.4822892868262
40,2512.643448814303,390.2731599341304
41,3758.2026775437184,1544.8223113156394
42,1301.4683569504066,1223.9491153770082
43,3114.332059714792,595.0149758085595
44,1031.429079750882,1927.7431957750875
45,2532.912654458354,1586.791543417936
46,469.62589907548255,2062.3085020092535
47,4910.729643711245,1731.1790025234684
48,2861.9347313066864,2168.9839033482835
49,3441.129334540965,2003.2693705164043
50,1218.3024624875243,547.1291364855231
51,1073.2455344700338,1367.1263714693298
52,3857.9263035626986,31.059677148955345
53,155.2830283229773,1531.121210099218
54,2470.210778928766,370.23115039616914
55,3624.125741189716,1940.4050024237306
56,4049.672198295115,293.7842909379678
57,647.024882044749,1315.1271122698772
58,1282.8994217957836,2182.103445765199
59,4482.360640408816,1368.5841560235851
60,2811.6653116708594,1494.7030144140585
61,5075.347294422176,614.9510211794719
62,2065.695165248751,644.0616638649085
63,192.4021575549371,1406.370090830768
64,1481.620435204152,1875.6459101834819
65,3591.4349875435128,1127.6090105687215
66,5149.837937080775,770.8546517595644
67,3101.826992179395,232.20718453819185
68,3446.637330986551,1094.4322615024566
69,3427.7763960441384,1979.6176093167485
70,2164.19745799327,256.4990412012424
71,3301.832319915278,1672.40922230234
72,4195.0893801586235,1957.7296781871194
73,1602.0451051012076,996.3728796730854
74,3912.4881576716352,1644.9677587923939
75,5029.09581000237,1326.10493327288
76,860.4698319381965,1955.8750657216096
77,2108.5648897223355,710.0705804289838
78,4391.764454215985,572.8853004940463
79,2137.0595495450466,1045.1318010435034
80,4584.541755262038,5.513704954295591
81,1760.189499714675,1636.9377120572008
82,4777.348806357809,599.5547384254016
83,1560.0933279359228,904.3399819196369
84,2105.795991900758,722.8576692815759
85,2041.8019698045712,1213.6766121467979
86,4456.935399546112,1244.2577713736164
87,1666.9732351562811,121.97521462866345
88,2712.8024570011116,704.4738449392988
89,1843.1775490318153,2032.4075932569897
90,1248.3207476086036,1605.4125692674268
91,3103.701011452485,1207.601829583185
92,5133.484445684741,158.52810441752538
93,2485.816135570517,1106.9946137355946
94,606.8476687520987,1850.0488794933522
95,5244.199995896877,144.00222166514817
96,5209.496548720891,139.38392195853723
97,5515.668283730039,2028.9849928614897
98,506.29979062344836,848.9102103627581
99,3299.8375378444507,1119.937682571875
100,2814.9641458968763,572.1817559660567
101,1594.2043306197847,1591.7726154721595
102,1195.353945702628,1182.3349563551503
103,2572.675892011689,91.67816290270355
104,1628.5425530631728,839.9093414246806
105,596.2459493017882,2047.2106144790662
